account_id,industry,plan_tier,mrr,tenure_months,seats_purchased,active_seats_last_30d,logins_last_30d,features_adopted,avg_session_min,support_tickets_last_90d,unresolved_tickets,avg_resolution_days,nps_last_survey,churned,adoption_rate,seat_utilization,login_intensity,health_score,churn_risk,revenue_at_risk
ACC100648,Asset Mgmt,Growth,3024.0,34,36,23,45,10,45.8,1,0,6.6,6.0,0,0.8333333333333334,0.6388888888888888,1.0,81.1,0.07237519336072712,219.0
ACC100649,Banking,Starter,610.0,59,5,3,27,10,39.9,6,0,5.0,7.0,0,0.8333333333333334,0.6,0.9,79.2,0.002094368133779634,1.0
ACC100650,Insurance,Growth,2827.0,36,59,25,14,4,16.9,4,1,9.3,2.0,1,0.3333333333333333,0.423728813559322,0.4666666666666667,41.6,0.6164284395771473,1743.0
ACC100651,Banking,Enterprise,9425.0,13,128,80,16,3,16.2,3,0,8.5,5.0,0,0.25,0.625,0.5333333333333333,50.0,0.1933928910428425,1823.0
ACC100652,Brokerage,Growth,1828.0,55,31,28,20,8,32.9,2,0,8.6,6.0,0,0.6666666666666666,0.9032258064516129,0.6666666666666666,75.2,0.011812382914014248,22.0
ACC100653,Corporate Treasury,Starter,452.0,47,5,2,3,1,8.0,2,2,9.0,1.0,0,0.08333333333333333,0.4,0.1,19.2,0.20790923719601537,94.0
ACC100654,Asset Mgmt,Enterprise,11965.0,26,256,102,9,2,6.2,1,0,10.4,1.0,0,0.16666666666666666,0.3984375,0.3,32.8,0.3239785402295192,3876.0
ACC100655,Brokerage,Starter,441.0,9,5,3,11,6,21.3,5,0,7.7,5.0,0,0.5,0.6,0.36666666666666664,54.8,0.14535111952589427,64.0
ACC100656,Corporate Treasury,Enterprise,13744.0,24,127,43,4,2,16.9,3,0,11.3,1.0,1,0.16666666666666666,0.33858267716535434,0.13333333333333333,28.0,0.5095533062963324,7003.0
ACC100657,Insurance,Starter,567.0,48,7,4,22,8,36.0,2,1,3.7,9.0,0,0.6666666666666666,0.5714285714285714,0.7333333333333333,68.0,0.0028914225235162376,2.0
ACC100658,Banking,Growth,3208.0,35,35,26,23,5,32.2,0,0,9.1,6.0,0,0.4166666666666667,0.7428571428571429,0.7666666666666667,64.5,0.13866267818170008,445.0
ACC100659,Asset Mgmt,Starter,470.0,11,13,10,25,8,28.4,4,1,6.9,4.0,1,0.6666666666666666,0.7692307692307693,0.8333333333333334,71.2,0.6881036138613674,323.0
ACC100660,Insurance,Starter,586.0,10,12,7,19,7,24.4,2,1,6.9,3.0,1,0.5833333333333334,0.5833333333333334,0.6333333333333333,57.3,0.4476696753757644,262.0
ACC100661,Corporate Treasury,Enterprise,13737.0,58,260,260,41,9,28.4,3,2,5.6,8.0,0,0.75,1.0,1.0,84.2,0.03278937735444983,450.0
ACC100662,Asset Mgmt,Starter,647.0,27,3,1,19,4,25.2,4,0,7.2,5.0,0,0.3333333333333333,0.3333333333333333,0.6333333333333333,47.7,0.11392752700673153,74.0
ACC100663,Corporate Treasury,Starter,582.0,41,13,3,8,2,7.6,3,1,13.9,0.0,1,0.16666666666666666,0.23076923076923078,0.26666666666666666,24.4,0.6622265487442321,385.0
ACC100664,Asset Mgmt,Starter,435.0,22,11,6,20,7,28.3,4,0,8.9,5.0,0,0.5833333333333334,0.5454545454545454,0.6666666666666666,62.4,0.016908515324222287,7.0
ACC100665,Asset Mgmt,Growth,1773.0,6,12,12,38,8,34.9,4,1,3.6,9.0,0,0.6666666666666666,1.0,1.0,85.3,0.00559760458182158,10.0
ACC100666,Insurance,Enterprise,15371.0,25,120,41,13,5,13.8,3,1,7.5,5.0,0,0.4166666666666667,0.3416666666666667,0.43333333333333335,44.3,0.3303906820212322,5078.0
ACC100667,Banking,Enterprise,13556.0,41,191,78,30,6,29.8,5,0,9.1,5.0,0,0.5,0.4083769633507853,1.0,62.7,0.05329896729998175,723.0
ACC100668,Insurance,Starter,594.0,20,8,5,24,9,41.2,0,0,5.6,9.0,0,0.75,0.625,0.8,76.9,0.003950695166671547,2.0
ACC100669,Asset Mgmt,Growth,2940.0,36,23,14,12,3,15.3,2,1,10.1,2.0,0,0.25,0.6086956521739131,0.4,40.6,0.30504130742079727,897.0
ACC100670,Asset Mgmt,Starter,571.0,26,10,6,36,8,30.2,1,1,3.6,6.0,0,0.6666666666666666,0.6,1.0,69.3,0.015284920072576433,9.0
ACC100671,Corporate Treasury,Growth,2877.0,20,16,14,24,10,37.6,2,0,2.1,10.0,0,0.8333333333333334,0.875,0.8,87.0,0.0004951884633440471,1.0
ACC100672,Asset Mgmt,Enterprise,15092.0,16,111,83,14,6,30.7,3,2,7.5,4.0,1,0.5,0.7477477477477478,0.4666666666666667,54.5,0.7709741504024552,11636.0
ACC100673,Corporate Treasury,Growth,3121.0,16,56,45,15,8,32.0,3,2,8.7,6.0,1,0.6666666666666666,0.8035714285714286,0.5,64.4,0.05265881345883082,164.0
ACC100674,Corporate Treasury,Growth,2319.0,16,42,13,9,3,15.1,3,3,11.8,5.0,1,0.25,0.30952380952380953,0.3,30.0,0.6915020895931407,1604.0
ACC100675,Corporate Treasury,Starter,359.0,43,14,9,37,11,38.6,3,0,4.1,8.0,0,0.9166666666666666,0.6428571428571429,1.0,86.2,0.0020655644611809036,1.0
ACC100676,Asset Mgmt,Enterprise,8679.0,20,64,16,1,0,1.0,3,1,13.2,3.0,1,0.0,0.25,0.03333333333333333,17.4,0.9508762145609283,8253.0
ACC100677,Brokerage,Growth,2420.0,44,35,26,13,6,31.2,7,1,2.3,5.0,0,0.5,0.7428571428571429,0.43333333333333335,58.5,0.007860839011646909,19.0
ACC100678,Asset Mgmt,Starter,600.0,19,6,4,14,5,20.4,3,1,8.8,4.0,0,0.4166666666666667,0.6666666666666666,0.4666666666666667,52.1,0.2317599336591764,139.0
ACC100679,Asset Mgmt,Starter,604.0,20,11,4,6,3,9.8,3,2,10.4,3.0,0,0.25,0.36363636363636365,0.2,29.8,0.3646496442224227,220.0
ACC100680,Brokerage,Starter,471.0,55,8,5,31,7,40.2,2,0,3.0,7.0,0,0.5833333333333334,0.625,1.0,73.0,0.002378114739284532,1.0
ACC100681,Asset Mgmt,Starter,440.0,52,12,5,14,5,24.8,4,2,12.1,6.0,1,0.4166666666666667,0.4166666666666667,0.4666666666666667,46.3,0.06764722650939665,30.0
ACC100682,Corporate Treasury,Starter,502.0,24,8,4,9,5,20.2,1,0,8.9,4.0,0,0.4166666666666667,0.5,0.3,47.1,0.23551611400850694,118.0
ACC100683,Banking,Growth,2999.0,16,30,20,19,9,39.2,3,0,5.9,8.0,1,0.75,0.6666666666666666,0.6333333333333333,73.6,0.5575289480327147,1672.0
ACC100684,Corporate Treasury,Growth,2705.0,43,35,23,10,4,18.9,1,1,7.6,2.0,0,0.3333333333333333,0.6571428571428571,0.3333333333333333,41.8,0.3588750973957579,971.0
ACC100685,Brokerage,Starter,392.0,5,3,2,16,8,31.9,3,0,6.3,5.0,1,0.6666666666666666,0.6666666666666666,0.5333333333333333,65.7,0.019466506502774962,8.0
ACC100686,Corporate Treasury,Growth,2293.0,27,46,21,19,8,29.2,1,0,5.6,7.0,0,0.6666666666666666,0.45652173913043476,0.6333333333333333,64.4,0.05660028403419618,130.0
ACC100687,Insurance,Enterprise,12399.0,36,91,49,11,5,24.0,2,2,12.1,5.0,1,0.4166666666666667,0.5384615384615384,0.36666666666666664,43.7,0.8431588988104322,10454.0
ACC100688,Brokerage,Growth,2557.0,40,35,20,8,3,18.7,4,4,11.8,1.0,1,0.25,0.5714285714285714,0.26666666666666666,31.4,0.8669507763068696,2217.0
ACC100689,Asset Mgmt,Growth,2996.0,7,18,13,34,10,35.5,5,1,4.1,6.0,0,0.8333333333333334,0.7222222222222222,1.0,81.6,0.002320697748023637,7.0
ACC100690,Asset Mgmt,Starter,630.0,1,14,10,18,5,11.8,0,0,5.0,3.0,1,0.4166666666666667,0.7142857142857143,0.6,57.4,0.8082457937995785,509.0
ACC100691,Banking,Enterprise,9123.0,17,289,194,39,8,37.7,4,2,2.6,6.0,0,0.6666666666666666,0.671280276816609,1.0,72.1,0.6086238850096468,5552.0
ACC100692,Corporate Treasury,Starter,417.0,8,8,6,35,9,37.9,1,0,0.5,9.0,0,0.75,0.75,1.0,84.0,0.0013863494754453773,1.0
ACC100693,Corporate Treasury,Starter,468.0,30,9,5,9,4,22.5,4,2,8.1,2.0,1,0.3333333333333333,0.5555555555555556,0.3,39.6,0.6991304730873469,327.0
ACC100694,Corporate Treasury,Enterprise,10534.0,55,72,51,16,5,21.8,1,0,9.0,5.0,0,0.4166666666666667,0.7083333333333334,0.5333333333333333,58.0,0.10777382264122441,1135.0
ACC100695,Corporate Treasury,Growth,2362.0,17,49,36,32,8,36.1,1,1,5.6,8.0,0,0.6666666666666666,0.7346938775510204,1.0,74.7,0.02124298855359743,50.0
ACC100696,Banking,Growth,1811.0,27,35,21,25,7,25.1,2,1,7.5,5.0,0,0.5833333333333334,0.6,0.8333333333333334,63.7,0.05800702240913612,105.0
ACC100697,Corporate Treasury,Growth,1849.0,13,12,7,8,4,15.7,5,1,13.4,5.0,1,0.3333333333333333,0.5833333333333334,0.26666666666666666,44.9,0.20897967202909604,386.0
ACC100698,Corporate Treasury,Growth,3008.0,3,47,18,26,6,19.6,4,4,5.2,6.0,0,0.5,0.3829787234042553,0.8666666666666667,52.4,0.10135451710929377,305.0
ACC100699,Asset Mgmt,Starter,381.0,42,12,7,21,9,41.2,2,1,2.6,6.0,0,0.75,0.5833333333333334,0.7,67.5,0.0011685282427969723,0.0
ACC100700,Insurance,Starter,597.0,16,8,4,20,7,28.6,5,2,6.4,5.0,0,0.5833333333333334,0.5,0.6666666666666666,57.9,0.02612909356088547,16.0
ACC100701,Brokerage,Starter,442.0,33,6,4,24,6,25.6,2,2,4.1,4.0,1,0.5,0.6666666666666666,0.8,57.5,0.3061738985031318,135.0
ACC100702,Insurance,Starter,443.0,41,7,4,14,3,17.0,2,1,9.5,2.0,0,0.25,0.5714285714285714,0.4666666666666667,41.0,0.20714664472050842,92.0
ACC100703,Corporate Treasury,Enterprise,9125.0,50,194,154,43,9,34.5,2,0,3.5,8.0,0,0.75,0.7938144329896907,1.0,84.1,0.002298790445628195,21.0
ACC100704,Insurance,Starter,354.0,11,6,5,47,10,41.3,4,0,1.5,7.0,0,0.8333333333333334,0.8333333333333334,1.0,87.0,0.000589037452861868,0.0
ACC100705,Corporate Treasury,Growth,2283.0,35,17,10,34,11,50.7,3,1,0.5,10.0,0,0.9166666666666666,0.5882352941176471,1.0,84.3,0.0037683734285528484,9.0
ACC100706,Corporate Treasury,Growth,3003.0,54,20,19,25,8,37.1,3,3,4.2,7.0,0,0.6666666666666666,0.95,0.8333333333333334,73.2,0.025512924095810876,77.0
ACC100707,Corporate Treasury,Growth,3130.0,29,22,10,11,5,13.3,4,4,6.4,3.0,1,0.4166666666666667,0.45454545454545453,0.36666666666666664,38.3,0.36844342596742485,1153.0
ACC100708,Corporate Treasury,Growth,1842.0,3,58,21,14,4,19.8,1,0,7.8,4.0,1,0.3333333333333333,0.3620689655172414,0.4666666666666667,44.1,0.7778883234836904,1433.0
ACC100709,Brokerage,Growth,1796.0,16,56,24,3,1,8.2,7,1,14.1,2.0,1,0.08333333333333333,0.42857142857142855,0.1,26.4,0.8890490244269283,1597.0
ACC100710,Asset Mgmt,Enterprise,9543.0,47,248,167,8,4,25.5,3,0,10.6,3.0,0,0.3333333333333333,0.6733870967741935,0.26666666666666666,46.8,0.02292965993574443,219.0
ACC100711,Brokerage,Growth,2899.0,47,41,27,26,10,34.0,3,0,4.9,9.0,0,0.8333333333333334,0.6585365853658537,0.8666666666666667,82.0,0.0027474208543252117,8.0
ACC100712,Corporate Treasury,Enterprise,9875.0,19,299,163,21,5,14.9,6,0,9.6,2.0,1,0.4166666666666667,0.5451505016722408,0.7,54.2,0.6627012181569188,6544.0
ACC100713,Insurance,Enterprise,10062.0,12,51,43,18,8,35.0,4,1,3.6,9.0,0,0.6666666666666666,0.8431372549019608,0.6,73.4,0.0009354256419479073,9.0
ACC100714,Asset Mgmt,Growth,3083.0,18,21,7,14,5,22.0,1,1,9.0,5.0,0,0.4166666666666667,0.3333333333333333,0.4666666666666667,42.2,0.2253327622743701,695.0
ACC100715,Insurance,Starter,612.0,15,10,10,42,9,31.2,2,0,2.7,8.0,0,0.75,1.0,1.0,89.2,0.02472098769228714,15.0
ACC100716,Corporate Treasury,Growth,2755.0,44,52,22,10,4,16.0,3,1,10.2,2.0,1,0.3333333333333333,0.4230769230769231,0.3333333333333333,38.4,0.6574307819104372,1811.0
ACC100717,Asset Mgmt,Starter,399.0,50,11,8,37,8,25.9,4,0,8.7,8.0,0,0.6666666666666666,0.7272727272727273,1.0,79.5,0.011887376983043358,5.0
ACC100718,Asset Mgmt,Growth,2322.0,3,19,9,22,9,34.2,6,0,7.0,8.0,0,0.75,0.47368421052631576,0.7333333333333333,70.8,0.07293839303376126,169.0
ACC100719,Brokerage,Enterprise,10100.0,44,122,39,10,4,16.8,3,2,10.5,4.0,1,0.3333333333333333,0.319672131147541,0.3333333333333333,35.3,0.7050158617242351,7121.0
ACC100720,Insurance,Growth,2758.0,45,20,7,9,4,20.3,3,2,6.8,5.0,0,0.3333333333333333,0.35,0.3,36.4,0.15452975100693567,426.0
ACC100721,Corporate Treasury,Growth,2920.0,37,38,23,15,8,30.2,1,0,5.5,6.0,0,0.6666666666666666,0.6052631578947368,0.5,64.5,0.030466056518598288,89.0
ACC100722,Banking,Starter,393.0,52,9,9,30,10,38.3,5,0,4.4,10.0,0,0.8333333333333334,1.0,1.0,94.2,0.002004373291318159,1.0
ACC100723,Banking,Enterprise,14865.0,3,169,91,19,5,18.0,2,1,10.4,5.0,0,0.4166666666666667,0.5384615384615384,0.6333333333333333,52.4,0.08097934987082292,1204.0
ACC100724,Brokerage,Starter,489.0,42,13,8,28,8,32.0,2,1,3.6,5.0,0,0.6666666666666666,0.6153846153846154,0.9333333333333333,69.1,0.018742632152329262,9.0
ACC100725,Banking,Starter,589.0,8,5,3,21,7,22.1,1,0,6.2,8.0,0,0.5833333333333334,0.6,0.7,67.4,0.054784385260537805,32.0
ACC100726,Corporate Treasury,Starter,365.0,53,12,5,9,4,23.4,6,0,12.1,2.0,0,0.3333333333333333,0.4166666666666667,0.3,40.1,0.5915914676360119,216.0
ACC100727,Brokerage,Starter,458.0,30,11,11,46,12,43.3,3,3,2.6,10.0,0,1.0,1.0,1.0,92.5,0.004498968580585721,2.0
ACC100728,Insurance,Growth,1772.0,6,16,10,15,6,15.3,2,0,2.6,5.0,0,0.5,0.625,0.5,58.1,0.022037898903642786,39.0
ACC100729,Brokerage,Growth,2828.0,45,40,30,19,10,31.9,1,0,1.2,7.0,0,0.8333333333333334,0.75,0.6333333333333333,77.6,0.001865985134706807,5.0
ACC100730,Insurance,Starter,374.0,45,12,11,51,10,44.7,3,1,2.2,10.0,0,0.8333333333333334,0.9166666666666666,1.0,89.6,0.0009445244015170917,0.0
ACC100731,Brokerage,Starter,451.0,28,5,4,45,9,36.3,1,0,2.2,7.0,0,0.75,0.8,1.0,83.2,0.0006975287156536382,0.0
ACC100732,Asset Mgmt,Starter,585.0,19,13,12,22,9,36.1,2,0,4.8,6.0,0,0.75,0.9230769230769231,0.7333333333333333,80.0,0.009793565383719751,6.0
ACC100733,Insurance,Starter,575.0,2,12,5,5,2,11.1,4,0,12.9,0.0,1,0.16666666666666666,0.4166666666666667,0.16666666666666666,29.6,0.9374836866692328,539.0
ACC100734,Asset Mgmt,Starter,542.0,54,7,3,15,4,21.4,4,1,11.3,1.0,0,0.3333333333333333,0.42857142857142855,0.5,41.4,0.257701411564997,140.0
ACC100735,Corporate Treasury,Growth,2791.0,11,44,13,6,2,18.7,3,2,13.4,0.0,0,0.16666666666666666,0.29545454545454547,0.2,22.2,0.38858684796756987,1085.0
ACC100736,Banking,Starter,545.0,50,3,1,24,5,24.6,1,1,6.6,6.0,1,0.4166666666666667,0.3333333333333333,0.8,49.9,0.6669594000429127,363.0
ACC100737,Brokerage,Starter,542.0,35,8,6,17,5,24.8,3,1,7.1,2.0,1,0.4166666666666667,0.75,0.5666666666666667,54.2,0.47303029727031437,256.0
ACC100738,Banking,Starter,455.0,41,3,3,20,9,33.5,0,0,4.1,8.0,0,0.75,1.0,0.6666666666666666,82.6,0.04028781236939473,18.0
ACC100739,Asset Mgmt,Growth,1792.0,41,18,17,27,8,23.2,7,0,11.5,6.0,0,0.6666666666666666,0.9444444444444444,0.9,80.9,0.05936142557481958,106.0
ACC100740,Insurance,Starter,483.0,51,10,10,20,10,40.5,4,0,4.7,10.0,0,0.8333333333333334,1.0,0.6666666666666666,87.5,0.0003106782067904254,0.0
ACC100741,Banking,Starter,364.0,2,5,3,13,4,21.3,6,1,8.5,3.0,1,0.3333333333333333,0.6,0.43333333333333335,46.9,0.627928869337958,229.0
ACC100742,Insurance,Enterprise,11776.0,59,174,87,19,5,28.0,4,0,6.0,3.0,0,0.4166666666666667,0.5,0.6333333333333333,52.8,0.12674788182834834,1493.0
ACC100743,Brokerage,Starter,489.0,3,3,1,13,3,22.9,7,0,12.3,3.0,0,0.25,0.3333333333333333,0.43333333333333335,38.7,0.23056104172721464,113.0
ACC100744,Brokerage,Growth,2018.0,59,46,18,7,3,7.9,1,0,7.5,2.0,0,0.25,0.391304347826087,0.23333333333333334,35.2,0.19815241835655198,400.0
ACC100745,Banking,Growth,2926.0,16,11,9,24,6,23.1,6,1,7.4,6.0,0,0.5,0.8181818181818182,0.8,68.5,0.0927194585103426,271.0
ACC100746,Insurance,Starter,561.0,50,3,3,15,9,38.0,3,0,4.6,8.0,0,0.75,1.0,0.5,79.2,0.0060510914677403115,3.0
ACC100747,Insurance,Growth,2589.0,5,48,36,31,7,27.3,3,1,5.9,4.0,0,0.5833333333333334,0.75,1.0,70.7,0.1379539252949494,357.0
ACC100748,Banking,Growth,3139.0,28,30,20,13,5,28.4,3,0,11.9,4.0,1,0.4166666666666667,0.6666666666666666,0.43333333333333335,53.9,0.28184220614013117,885.0
ACC100749,Corporate Treasury,Enterprise,10468.0,32,234,186,15,6,24.7,6,0,8.1,4.0,1,0.5,0.7948717948717948,0.5,61.4,0.3565496327478998,3732.0
ACC100750,Insurance,Starter,429.0,57,13,6,13,7,36.8,5,0,8.8,5.0,0,0.5833333333333334,0.46153846153846156,0.43333333333333335,55.6,0.03922489789124249,17.0
ACC100751,Corporate Treasury,Starter,405.0,8,12,6,19,4,20.1,3,0,6.1,4.0,0,0.3333333333333333,0.5,0.6333333333333333,50.8,0.15393878393120922,62.0
ACC100752,Asset Mgmt,Starter,513.0,3,11,6,6,3,24.6,1,0,11.4,0.0,0,0.25,0.5454545454545454,0.2,36.4,0.23313289869973974,120.0
ACC100753,Asset Mgmt,Growth,2058.0,39,49,18,4,1,1.0,2,0,14.1,1.0,1,0.08333333333333333,0.3673469387755102,0.13333333333333333,25.8,0.838561967586856,1726.0
ACC100754,Corporate Treasury,Growth,3053.0,3,20,10,9,3,18.3,4,1,10.0,2.0,0,0.25,0.5,0.3,37.2,0.18648583435254557,569.0
ACC100755,Corporate Treasury,Starter,441.0,46,6,4,36,9,35.1,4,0,3.7,6.0,0,0.75,0.6666666666666666,1.0,78.9,0.0012613712288926334,1.0
ACC100756,Banking,Starter,497.0,3,14,5,17,3,6.0,3,2,7.6,1.0,1,0.25,0.35714285714285715,0.5666666666666667,35.0,0.9156620552139514,455.0
ACC100757,Asset Mgmt,Enterprise,12212.0,58,138,106,14,5,23.2,1,1,7.6,2.0,1,0.4166666666666667,0.7681159420289855,0.4666666666666667,50.1,0.36711117070249966,4483.0
ACC100758,Insurance,Starter,442.0,32,9,5,12,3,9.4,3,2,9.1,6.0,0,0.25,0.5555555555555556,0.4,41.6,0.07995295432638574,35.0
ACC100759,Brokerage,Growth,2858.0,56,25,13,10,3,13.8,2,2,8.1,3.0,1,0.25,0.52,0.3333333333333333,34.8,0.6726543707431912,1922.0
ACC100760,Asset Mgmt,Growth,2788.0,8,34,15,26,8,31.9,0,0,6.7,7.0,0,0.6666666666666666,0.4411764705882353,0.8666666666666667,68.7,0.065849069887057,184.0
ACC100761,Asset Mgmt,Starter,578.0,17,11,3,4,2,12.0,3,3,10.6,4.0,1,0.16666666666666666,0.2727272727272727,0.13333333333333333,21.8,0.7267454279586778,420.0
ACC100762,Brokerage,Starter,532.0,27,8,4,10,4,21.4,4,0,7.7,8.0,0,0.3333333333333333,0.5,0.3333333333333333,48.8,0.1463956631332997,78.0
ACC100763,Corporate Treasury,Starter,488.0,2,10,3,12,3,14.7,5,1,9.1,1.0,0,0.25,0.3,0.4,33.6,0.32566532517968555,159.0
ACC100764,Brokerage,Enterprise,11632.0,7,108,47,17,6,37.1,3,0,3.6,4.0,0,0.5,0.4351851851851852,0.5666666666666667,53.7,0.17049002030736216,1983.0
ACC100765,Corporate Treasury,Starter,565.0,20,3,1,9,5,24.0,3,1,7.3,3.0,1,0.4166666666666667,0.3333333333333333,0.3,39.4,0.573781916659141,324.0
ACC100766,Brokerage,Starter,463.0,44,13,8,22,8,32.1,5,1,3.0,6.0,0,0.6666666666666666,0.6153846153846154,0.7333333333333333,67.7,0.02889925166258212,13.0
ACC100767,Banking,Starter,481.0,42,12,5,32,8,34.5,4,0,4.5,4.0,0,0.6666666666666666,0.4166666666666667,1.0,67.8,0.005146809258438742,2.0
ACC100768,Asset Mgmt,Starter,399.0,6,8,8,52,11,40.1,3,0,3.9,10.0,0,0.9166666666666666,1.0,1.0,97.1,0.0028464191105419673,1.0
ACC100769,Asset Mgmt,Growth,2769.0,4,55,32,21,5,12.5,2,0,4.5,5.0,0,0.4166666666666667,0.5818181818181818,0.7,58.1,0.09216479355501354,255.0
ACC100770,Banking,Starter,373.0,39,3,2,30,7,32.4,5,0,5.5,6.0,0,0.5833333333333334,0.6666666666666666,1.0,73.1,0.008992488488711333,3.0
ACC100771,Corporate Treasury,Growth,3236.0,22,52,34,16,3,22.5,2,0,10.0,1.0,1,0.25,0.6538461538461539,0.5333333333333333,46.8,0.29610047861628275,958.0
ACC100772,Corporate Treasury,Growth,1966.0,47,12,7,19,5,29.5,7,0,4.8,6.0,0,0.4166666666666667,0.5833333333333334,0.6333333333333333,57.8,0.09946333487063878,196.0
ACC100773,Banking,Enterprise,11157.0,18,105,63,11,3,19.2,6,2,8.1,2.0,0,0.25,0.6,0.36666666666666664,40.2,0.29341321009476173,3274.0
ACC100774,Banking,Starter,421.0,22,13,6,25,7,27.5,6,0,3.4,9.0,0,0.5833333333333334,0.46153846153846156,0.8333333333333334,67.6,0.018726805314866975,8.0
ACC100775,Banking,Enterprise,10493.0,13,103,68,50,10,40.6,2,1,5.2,8.0,0,0.8333333333333334,0.6601941747572816,1.0,80.3,0.016781936303844277,176.0
ACC100776,Insurance,Growth,2234.0,16,59,33,12,7,37.2,3,1,4.9,6.0,1,0.5833333333333334,0.559322033898305,0.4,55.9,0.8462116784930849,1890.0
ACC100777,Insurance,Starter,566.0,42,4,4,24,7,27.9,4,0,4.7,4.0,0,0.5833333333333334,1.0,0.8,75.4,0.021159683892992005,12.0
ACC100778,Asset Mgmt,Growth,2015.0,28,38,18,4,1,2.4,5,2,12.9,3.0,1,0.08333333333333333,0.47368421052631576,0.13333333333333333,27.1,0.8532445182855678,1719.0
ACC100779,Brokerage,Enterprise,10300.0,39,80,57,16,9,45.3,6,0,4.2,5.0,0,0.75,0.7125,0.5333333333333333,69.7,0.035301926587189704,364.0
ACC100780,Asset Mgmt,Starter,380.0,5,9,5,12,3,9.4,3,0,13.3,4.0,0,0.25,0.5555555555555556,0.4,44.6,0.19612327371987825,75.0
ACC100781,Insurance,Enterprise,10787.0,32,167,109,47,11,32.4,2,0,4.3,10.0,0,0.9166666666666666,0.6526946107784432,1.0,88.4,0.005433093606998718,59.0
ACC100782,Insurance,Growth,3162.0,28,34,19,15,4,21.6,4,0,9.2,1.0,1,0.3333333333333333,0.5588235294117647,0.5,46.6,0.5874261006247301,1857.0
ACC100783,Asset Mgmt,Growth,2320.0,54,51,23,28,6,28.3,1,1,7.7,7.0,0,0.5,0.45098039215686275,0.9333333333333333,59.4,0.049060682569915755,114.0
ACC100784,Brokerage,Enterprise,13997.0,25,59,42,16,8,32.4,1,0,8.3,8.0,0,0.6666666666666666,0.711864406779661,0.5333333333333333,69.8,0.12635361064991238,1769.0
ACC100785,Brokerage,Starter,489.0,7,9,5,43,9,38.9,1,1,0.5,8.0,0,0.75,0.5555555555555556,1.0,73.1,0.012388216728076572,6.0
ACC100786,Banking,Enterprise,11637.0,42,260,216,17,10,36.1,3,1,5.4,9.0,0,0.8333333333333334,0.8307692307692308,0.5666666666666667,77.8,0.0020447522192011693,24.0
ACC100787,Insurance,Starter,597.0,9,9,5,8,5,19.9,3,1,6.5,4.0,0,0.4166666666666667,0.5555555555555556,0.26666666666666666,45.3,0.24732693187577803,148.0
ACC100788,Banking,Growth,1790.0,54,19,12,20,6,21.9,3,2,4.7,5.0,1,0.5,0.631578947368421,0.6666666666666666,56.6,0.5763405461626507,1032.0
ACC100789,Insurance,Growth,3047.0,23,41,16,21,5,22.3,1,1,7.6,3.0,0,0.4166666666666667,0.3902439024390244,0.7,46.3,0.11256539972534538,343.0
ACC100790,Corporate Treasury,Starter,496.0,47,10,4,11,3,17.2,0,0,9.4,2.0,1,0.25,0.4,0.36666666666666664,38.1,0.8067911417489264,400.0
ACC100791,Insurance,Growth,2277.0,39,39,26,33,9,41.0,0,0,0.6,7.0,0,0.75,0.6666666666666666,1.0,79.9,0.0008827764974337079,2.0
ACC100792,Asset Mgmt,Starter,622.0,28,5,3,48,11,37.6,2,0,0.5,10.0,0,0.9166666666666666,0.6,1.0,87.1,0.00863262185766033,5.0
ACC100793,Asset Mgmt,Starter,452.0,35,3,2,34,9,29.6,4,0,1.5,8.0,0,0.75,0.6666666666666666,1.0,80.9,0.004875927773100185,2.0
ACC100794,Asset Mgmt,Starter,643.0,11,8,4,36,8,36.2,5,1,3.6,7.0,1,0.6666666666666666,0.5,1.0,71.2,0.002791958512865229,2.0
ACC100795,Asset Mgmt,Starter,631.0,5,7,3,4,2,9.0,5,1,11.4,2.0,0,0.16666666666666666,0.42857142857142855,0.13333333333333333,29.5,0.6852276280820133,432.0
ACC100796,Asset Mgmt,Starter,430.0,46,10,4,11,2,7.8,1,1,9.3,3.0,1,0.16666666666666666,0.4,0.36666666666666664,31.2,0.6769649842149138,291.0
ACC100797,Corporate Treasury,Starter,452.0,57,13,9,32,7,19.1,3,1,6.7,5.0,0,0.5833333333333334,0.6923076923076923,1.0,70.2,0.016249706980658404,7.0
ACC100798,Banking,Growth,2968.0,51,30,23,45,10,44.2,0,0,2.4,9.0,0,0.8333333333333334,0.7666666666666667,1.0,87.3,0.0005764512103122091,2.0
ACC100799,Banking,Growth,2043.0,18,27,10,12,4,20.0,6,3,11.3,3.0,1,0.3333333333333333,0.37037037037037035,0.4,37.6,0.5608286915136447,1146.0
ACC100800,Insurance,Growth,2848.0,22,11,7,51,10,42.6,5,0,2.4,10.0,0,0.8333333333333334,0.6363636363636364,1.0,85.1,0.000492135732315871,1.0
ACC100801,Corporate Treasury,Starter,389.0,22,14,6,5,3,15.5,2,1,11.7,1.0,1,0.25,0.42857142857142855,0.16666666666666666,30.5,0.7215353010938814,281.0
ACC100802,Asset Mgmt,Enterprise,9880.0,42,98,61,7,4,18.7,1,0,9.0,3.0,0,0.3333333333333333,0.6224489795918368,0.23333333333333334,44.9,0.1737666941758445,1717.0
ACC100803,Asset Mgmt,Growth,2501.0,37,46,21,24,8,32.0,4,1,3.7,9.0,0,0.6666666666666666,0.45652173913043476,0.8,67.7,0.012457610835733029,31.0
