account_id,industry,plan_tier,mrr,tenure_months,seats_purchased,active_seats_last_30d,logins_last_30d,features_adopted,avg_session_min,support_tickets_last_90d,unresolved_tickets,avg_resolution_days,nps_last_survey,churned
ACC101127,Banking,Growth,2085.0,45,58,47,32,9,38.2,2,0,6.9,9.0,0
ACC101128,Brokerage,Growth,2025.0,26,57,28,21,7,18.7,6,0,8.7,7.0,0
ACC101129,Brokerage,Enterprise,14197.0,56,191,152,16,6,23.1,5,0,3.5,4.0,0
ACC101130,Corporate Treasury,Enterprise,10040.0,23,230,106,26,6,27.4,1,1,7.5,4.0,0
ACC101131,Asset Mgmt,Growth,2855.0,10,10,7,17,5,11.4,1,0,9.9,6.0,1
ACC101132,Corporate Treasury,Starter,563.0,3,13,13,55,11,42.9,3,1,3.9,9.0,0
ACC101133,Corporate Treasury,Growth,1800.0,8,49,49,16,10,39.8,5,0,3.4,8.0,0
ACC101134,Brokerage,Enterprise,14744.0,27,251,155,38,9,24.3,5,0,3.6,8.0,0
ACC101135,Banking,Starter,587.0,25,12,6,17,8,35.3,2,0,8.1,4.0,0
ACC101136,Corporate Treasury,Growth,2944.0,51,16,8,15,4,16.2,7,0,9.5,2.0,0
ACC101137,Banking,Growth,2964.0,8,12,7,27,6,29.3,2,1,6.7,3.0,1
ACC101138,Insurance,Starter,525.0,16,6,3,27,6,24.7,2,1,6.5,2.0,0
ACC101139,Brokerage,Growth,3240.0,58,41,28,26,7,23.6,2,0,6.0,5.0,0
ACC101140,Banking,Starter,404.0,2,8,4,6,3,8.5,2,0,9.4,2.0,0
ACC101141,Banking,Growth,1859.0,26,43,26,39,8,30.5,5,0,7.5,6.0,0
ACC101142,Brokerage,Enterprise,13470.0,12,253,152,22,8,30.2,5,1,6.3,6.0,0
ACC101143,Banking,Enterprise,10516.0,32,287,139,5,3,20.0,1,0,10.3,1.0,0
ACC101144,Corporate Treasury,Growth,2662.0,58,46,24,16,10,36.4,4,1,3.4,9.0,0
ACC101145,Insurance,Starter,468.0,14,8,5,23,6,16.0,3,1,8.5,6.0,0
ACC101146,Asset Mgmt,Growth,2250.0,22,57,48,34,8,28.0,3,0,3.9,7.0,0
ACC101147,Brokerage,Enterprise,14831.0,27,237,234,40,9,27.8,2,0,4.7,8.0,1
ACC101148,Brokerage,Growth,1963.0,48,21,10,7,2,13.4,3,2,7.1,3.0,0
ACC101149,Asset Mgmt,Enterprise,9761.0,59,177,139,36,10,40.0,1,1,3.5,7.0,0
ACC101150,Banking,Starter,550.0,6,9,8,36,8,34.3,0,0,4.6,5.0,0
ACC101151,Banking,Enterprise,14035.0,29,127,81,26,7,26.2,1,1,6.3,6.0,0
ACC101152,Banking,Starter,600.0,45,7,7,32,11,39.4,3,0,1.7,9.0,0
ACC101153,Brokerage,Starter,419.0,1,12,6,51,11,37.5,7,0,4.3,10.0,1
ACC101154,Insurance,Growth,3073.0,48,46,46,55,11,42.4,4,0,1.2,10.0,0
ACC101155,Corporate Treasury,Starter,533.0,15,8,3,16,4,17.0,1,1,10.1,8.0,0
ACC101156,Asset Mgmt,Starter,597.0,31,3,1,27,8,38.7,1,1,8.7,8.0,1
ACC101157,Brokerage,Starter,371.0,58,6,5,48,10,36.2,5,1,1.6,9.0,0
ACC101158,Corporate Treasury,Growth,2285.0,38,56,23,24,6,23.2,1,0,8.6,2.0,0
ACC101159,Corporate Treasury,Growth,2537.0,59,59,30,12,6,20.1,3,1,6.8,4.0,0
ACC101160,Insurance,Starter,523.0,36,5,5,55,11,39.3,1,0,4.4,8.0,0
ACC101161,Corporate Treasury,Growth,1899.0,13,31,18,20,5,15.4,2,1,5.6,3.0,0
ACC101162,Insurance,Enterprise,12278.0,41,93,64,23,6,18.8,5,0,9.7,7.0,0
ACC101163,Asset Mgmt,Starter,550.0,37,7,5,17,6,33.6,4,1,6.4,7.0,0
ACC101164,Insurance,Starter,458.0,19,7,4,9,5,26.0,4,1,7.0,4.0,0
ACC101165,Asset Mgmt,Enterprise,12005.0,5,223,162,11,4,18.1,2,1,7.9,3.0,0
ACC101166,Brokerage,Enterprise,10506.0,39,95,37,12,4,15.9,7,2,6.2,3.0,1
ACC101167,Corporate Treasury,Growth,3056.0,35,41,18,22,7,34.4,6,1,7.8,3.0,0
ACC101168,Corporate Treasury,Enterprise,12714.0,46,71,31,17,4,14.6,3,2,7.4,5.0,0
ACC101169,Corporate Treasury,Starter,515.0,8,8,5,15,5,12.4,7,1,9.0,5.0,0
ACC101170,Insurance,Starter,633.0,32,6,3,20,7,30.6,3,0,5.7,4.0,0
ACC101171,Brokerage,Growth,2747.0,49,46,28,16,6,21.4,5,1,6.3,3.0,0
ACC101172,Asset Mgmt,Starter,434.0,53,4,2,9,2,5.6,3,0,12.2,4.0,0
ACC101173,Insurance,Growth,2713.0,56,27,27,45,10,34.3,4,0,0.5,10.0,0
ACC101174,Banking,Growth,3192.0,13,13,10,17,6,26.4,3,1,2.6,8.0,0
ACC101175,Asset Mgmt,Growth,1785.0,11,16,9,19,8,31.2,3,1,3.9,6.0,0
ACC101176,Insurance,Growth,2690.0,34,48,26,17,7,23.3,1,0,6.0,9.0,0
ACC101177,Insurance,Starter,397.0,28,4,3,33,9,35.8,5,0,4.4,6.0,0
ACC101178,Brokerage,Starter,595.0,14,14,12,31,7,25.4,3,1,4.4,6.0,0
ACC101179,Corporate Treasury,Starter,542.0,7,9,3,16,4,9.3,1,1,12.2,1.0,1
ACC101180,Insurance,Growth,3155.0,9,37,29,34,8,23.5,3,0,8.3,6.0,0
ACC101181,Insurance,Starter,551.0,21,3,1,7,2,10.5,1,0,5.3,2.0,1
ACC101182,Corporate Treasury,Starter,355.0,44,5,3,31,9,32.5,2,0,2.8,7.0,0
ACC101183,Corporate Treasury,Starter,503.0,4,12,8,23,9,36.1,3,0,5.1,9.0,0
ACC101184,Asset Mgmt,Starter,621.0,7,8,6,21,7,34.4,2,0,6.7,5.0,1
ACC101185,Insurance,Enterprise,10073.0,16,185,173,25,10,33.9,4,0,2.4,8.0,0
ACC101186,Insurance,Starter,375.0,52,14,9,14,7,42.3,3,0,8.7,6.0,0
ACC101187,Banking,Enterprise,13583.0,59,170,170,25,12,45.1,3,0,0.5,9.0,0
ACC101188,Brokerage,Starter,501.0,26,7,4,13,8,29.8,5,0,5.5,8.0,0
ACC101189,Insurance,Growth,1821.0,3,29,19,26,11,35.5,2,0,2.5,8.0,0
ACC101190,Asset Mgmt,Growth,2170.0,1,32,25,28,6,24.5,1,0,7.2,5.0,0
ACC101191,Corporate Treasury,Starter,448.0,51,8,2,10,3,13.3,3,3,8.5,2.0,1
ACC101192,Corporate Treasury,Enterprise,13209.0,27,246,243,27,9,38.7,3,0,5.5,10.0,0
ACC101193,Brokerage,Enterprise,11796.0,5,58,30,6,2,10.1,4,3,8.3,2.0,1
ACC101194,Banking,Enterprise,11908.0,50,212,171,28,8,32.8,3,1,6.3,6.0,0
ACC101195,Insurance,Starter,592.0,32,8,7,54,11,41.7,2,0,1.7,9.0,0
ACC101196,Banking,Starter,434.0,21,3,2,6,2,16.9,1,1,13.0,2.0,1
ACC101197,Insurance,Growth,2759.0,27,49,22,39,9,39.0,3,0,4.3,7.0,0
ACC101198,Insurance,Starter,460.0,14,6,3,18,4,19.2,4,0,9.2,2.0,0
ACC101199,Insurance,Growth,2378.0,55,29,9,6,1,13.4,0,0,13.0,0.0,1
ACC101200,Brokerage,Growth,2584.0,47,58,49,34,9,41.8,3,0,4.6,8.0,0
ACC101201,Insurance,Growth,2793.0,12,11,9,21,8,34.1,3,0,7.0,8.0,0
ACC101202,Insurance,Enterprise,15205.0,44,206,73,6,3,17.0,6,0,6.9,2.0,0
ACC101203,Banking,Growth,2154.0,11,18,11,47,12,45.4,2,1,3.5,8.0,0
ACC101204,Asset Mgmt,Starter,381.0,27,6,5,47,10,45.3,4,0,3.5,6.0,0
ACC101205,Brokerage,Starter,479.0,45,13,10,23,6,25.0,3,1,8.9,9.0,0
ACC101206,Insurance,Growth,2570.0,3,10,6,9,5,25.1,1,1,8.8,3.0,0
ACC101207,Brokerage,Growth,2092.0,43,45,26,12,6,20.4,6,1,8.4,8.0,0
ACC101208,Insurance,Starter,617.0,14,12,7,7,2,20.2,1,1,11.5,2.0,0
ACC101209,Insurance,Growth,2948.0,42,28,18,20,4,20.6,2,2,10.7,2.0,0
ACC101210,Insurance,Growth,2490.0,30,35,18,5,3,12.5,3,0,5.6,2.0,1
ACC101211,Insurance,Enterprise,11640.0,2,156,57,5,2,10.3,4,3,9.0,2.0,1
ACC101212,Banking,Growth,1811.0,45,30,14,12,4,15.6,4,2,9.0,3.0,1
ACC101213,Banking,Starter,511.0,16,7,4,13,6,26.4,4,1,4.3,4.0,1
ACC101214,Insurance,Starter,529.0,57,14,8,6,3,15.3,2,2,9.2,0.0,0
ACC101215,Insurance,Growth,3087.0,50,27,8,3,1,9.0,3,1,11.2,0.0,1
ACC101216,Insurance,Starter,500.0,12,12,7,14,4,11.3,2,1,11.6,4.0,0
ACC101217,Insurance,Growth,1986.0,36,50,26,5,2,20.4,5,2,11.8,0.0,0
ACC101218,Asset Mgmt,Growth,2020.0,22,43,27,11,6,26.1,3,1,8.5,4.0,0
ACC101219,Corporate Treasury,Starter,398.0,36,12,6,28,9,34.7,4,0,5.0,7.0,0
ACC101220,Corporate Treasury,Starter,632.0,33,10,4,25,6,25.3,2,2,3.4,7.0,1
ACC101221,Banking,Starter,588.0,18,5,4,25,6,30.8,4,0,5.2,4.0,0
ACC101222,Insurance,Enterprise,14338.0,39,212,96,22,6,23.9,4,1,4.1,8.0,0
ACC101223,Corporate Treasury,Growth,3011.0,16,14,7,38,11,39.9,4,1,4.0,10.0,0
ACC101224,Corporate Treasury,Starter,379.0,54,5,3,29,7,26.3,1,1,6.6,4.0,0
ACC101225,Asset Mgmt,Enterprise,13456.0,56,177,111,11,6,30.6,2,2,7.6,5.0,1
ACC101226,Brokerage,Growth,2807.0,10,59,32,10,4,20.8,2,0,9.3,3.0,1
ACC101227,Corporate Treasury,Growth,2087.0,43,13,6,23,6,23.8,5,2,6.3,2.0,0
ACC101228,Insurance,Enterprise,11933.0,55,280,213,22,8,29.7,6,1,2.7,6.0,1
ACC101229,Corporate Treasury,Starter,549.0,8,10,5,13,5,21.2,3,0,6.7,4.0,0
ACC101230,Brokerage,Starter,619.0,44,3,2,10,5,28.4,3,1,8.4,5.0,0
ACC101231,Asset Mgmt,Growth,1916.0,56,51,36,23,5,17.0,3,1,4.4,3.0,0
ACC101232,Banking,Starter,618.0,14,5,2,20,5,23.6,3,1,8.6,2.0,0
ACC101233,Insurance,Growth,3134.0,35,37,25,14,7,32.8,1,0,3.5,7.0,0
ACC101234,Banking,Starter,627.0,48,5,2,15,6,24.5,5,1,8.6,6.0,0
ACC101235,Brokerage,Starter,351.0,20,11,6,21,9,33.0,1,1,2.2,5.0,0
ACC101236,Brokerage,Starter,416.0,15,8,7,26,11,33.7,7,2,4.5,7.0,0
ACC101237,Corporate Treasury,Growth,2787.0,24,36,27,18,7,32.1,4,2,3.3,4.0,0
ACC101238,Brokerage,Starter,447.0,20,3,1,5,2,2.8,3,1,8.7,3.0,0
ACC101239,Banking,Starter,368.0,43,12,8,16,4,18.9,1,1,10.1,0.0,0
ACC101240,Corporate Treasury,Enterprise,13893.0,22,132,74,15,3,15.5,2,2,9.1,2.0,1
ACC101241,Insurance,Starter,359.0,23,8,4,11,6,29.3,0,0,3.0,6.0,0
ACC101242,Asset Mgmt,Starter,484.0,56,11,8,19,7,23.9,4,2,7.6,6.0,0
ACC101243,Asset Mgmt,Starter,634.0,35,8,5,25,7,22.0,1,0,2.3,5.0,0
ACC101244,Insurance,Starter,482.0,55,10,8,20,8,32.9,1,0,5.3,8.0,0
ACC101245,Corporate Treasury,Starter,624.0,42,13,5,6,3,12.9,5,1,14.0,2.0,0
ACC101246,Banking,Growth,2364.0,53,51,45,16,7,18.1,1,1,6.4,5.0,0
ACC101247,Corporate Treasury,Starter,454.0,12,9,6,31,8,33.1,3,0,4.3,8.0,0
ACC101248,Brokerage,Enterprise,9173.0,56,116,67,7,3,25.2,3,1,9.1,6.0,0
ACC101249,Banking,Enterprise,10978.0,56,59,22,3,2,13.2,2,2,8.5,0.0,1
ACC101250,Brokerage,Starter,451.0,3,5,3,9,2,6.3,2,0,10.5,1.0,1
ACC101251,Corporate Treasury,Starter,604.0,22,11,5,11,4,20.6,7,2,13.0,3.0,0
ACC101252,Asset Mgmt,Starter,626.0,25,11,3,13,3,19.0,3,3,8.9,1.0,1
ACC101253,Corporate Treasury,Growth,1783.0,25,41,27,25,7,21.1,4,3,4.2,6.0,0
ACC101254,Corporate Treasury,Starter,379.0,46,11,8,18,8,31.7,0,0,5.9,7.0,0
ACC101255,Corporate Treasury,Enterprise,13031.0,42,206,74,10,4,26.3,2,1,9.8,2.0,1
ACC101256,Banking,Growth,2477.0,13,16,9,16,4,9.3,3,0,9.2,4.0,0
ACC101257,Banking,Enterprise,10538.0,36,232,116,4,2,9.6,2,0,9.9,1.0,1
ACC101258,Corporate Treasury,Growth,2140.0,58,48,25,5,2,10.4,1,0,11.5,3.0,0
ACC101259,Asset Mgmt,Enterprise,10018.0,26,131,78,19,7,27.0,1,1,3.0,8.0,0
ACC101260,Asset Mgmt,Starter,508.0,55,10,5,24,5,28.1,5,1,7.0,4.0,0
ACC101261,Insurance,Growth,1776.0,39,42,39,41,8,38.7,2,2,0.5,8.0,0
ACC101262,Corporate Treasury,Starter,572.0,55,14,11,20,5,19.9,4,0,7.7,1.0,0
ACC101263,Banking,Enterprise,10563.0,54,181,60,11,4,14.5,1,0,7.9,0.0,0
ACC101264,Brokerage,Growth,2390.0,1,16,5,8,3,23.0,4,2,11.2,5.0,0
ACC101265,Insurance,Enterprise,12195.0,48,83,36,14,7,33.7,5,1,4.1,6.0,0
ACC101266,Banking,Starter,413.0,12,5,3,13,7,28.3,1,0,8.2,8.0,0
ACC101267,Banking,Enterprise,14763.0,49,270,168,20,4,22.1,4,1,8.1,5.0,0
ACC101268,Brokerage,Growth,2773.0,48,19,8,22,6,28.4,7,1,8.2,3.0,0
ACC101269,Banking,Growth,3055.0,16,15,15,26,11,37.4,4,0,4.4,10.0,0
ACC101270,Insurance,Enterprise,11823.0,4,234,79,14,3,12.6,3,1,9.5,1.0,0
ACC101271,Corporate Treasury,Starter,480.0,25,3,2,20,11,40.5,3,0,3.7,8.0,0
ACC101272,Insurance,Starter,421.0,18,11,9,30,9,24.7,5,0,3.5,5.0,0
ACC101273,Asset Mgmt,Growth,2567.0,33,15,10,16,7,26.3,5,1,8.6,7.0,0
ACC101274,Banking,Starter,528.0,5,3,1,18,6,20.5,2,1,12.5,6.0,0
ACC101275,Corporate Treasury,Starter,476.0,3,13,10,27,11,43.3,2,0,0.5,8.0,0
ACC101276,Insurance,Starter,394.0,26,13,8,18,9,28.4,2,0,4.9,6.0,0
ACC101277,Banking,Starter,432.0,46,9,8,31,6,28.7,3,0,6.0,7.0,0
ACC101278,Banking,Enterprise,8503.0,19,85,85,46,10,38.5,5,1,4.8,7.0,0
ACC101279,Insurance,Growth,2229.0,20,51,33,22,7,26.6,1,0,3.2,5.0,0
ACC101280,Banking,Starter,524.0,10,11,7,14,3,18.2,3,0,7.2,2.0,0
ACC101281,Asset Mgmt,Growth,3184.0,17,45,20,5,2,15.5,3,1,13.6,1.0,0
ACC101282,Banking,Growth,2017.0,18,51,22,20,7,25.9,2,0,9.4,7.0,0
ACC101283,Corporate Treasury,Growth,1833.0,16,10,7,18,7,29.4,3,0,2.7,6.0,0
ACC101284,Corporate Treasury,Enterprise,10533.0,21,154,154,21,11,38.4,4,1,6.7,8.0,0
ACC101285,Corporate Treasury,Enterprise,9529.0,17,136,110,26,8,29.3,2,1,3.6,5.0,0
ACC101286,Banking,Starter,559.0,41,10,10,42,10,46.3,2,1,5.3,8.0,0
ACC101287,Asset Mgmt,Starter,352.0,20,14,10,34,8,31.6,3,0,4.9,7.0,0
ACC101288,Asset Mgmt,Growth,3221.0,45,52,48,25,8,31.1,1,1,6.0,8.0,0
ACC101289,Corporate Treasury,Growth,3034.0,36,30,13,3,1,8.2,2,1,11.4,0.0,0
ACC101290,Brokerage,Growth,2486.0,38,42,33,24,6,28.5,5,0,8.5,6.0,0
ACC101291,Asset Mgmt,Growth,3131.0,35,11,7,18,4,14.5,3,3,8.0,3.0,1
ACC101292,Corporate Treasury,Growth,2692.0,55,32,20,19,9,31.2,2,0,8.7,8.0,0
ACC101293,Insurance,Starter,648.0,16,8,5,17,6,28.2,2,0,9.6,7.0,0
ACC101294,Brokerage,Starter,433.0,58,9,5,34,7,21.5,5,0,5.4,6.0,0
ACC101295,Banking,Starter,649.0,13,12,11,27,8,31.9,2,2,5.7,10.0,0
ACC101296,Brokerage,Starter,404.0,9,6,3,18,4,14.5,3,0,8.9,3.0,1
ACC101297,Insurance,Starter,456.0,49,6,3,23,7,18.6,3,3,5.3,4.0,0
ACC101298,Asset Mgmt,Growth,3153.0,53,32,16,23,5,21.1,1,0,7.3,6.0,0
ACC101299,Banking,Starter,461.0,6,5,2,34,7,23.3,3,1,7.7,9.0,0
ACC101300,Brokerage,Starter,413.0,36,9,4,13,4,12.6,0,0,9.7,2.0,0
ACC101301,Brokerage,Growth,1839.0,31,46,13,5,3,27.1,5,0,8.7,1.0,0
ACC101302,Banking,Growth,1973.0,13,27,18,13,4,20.2,7,0,9.1,4.0,1
ACC101303,Insurance,Starter,457.0,31,8,4,8,3,18.8,2,0,7.3,4.0,0
ACC101304,Corporate Treasury,Enterprise,11433.0,41,205,139,9,4,17.2,0,0,12.4,2.0,0
ACC101305,Insurance,Enterprise,12306.0,34,263,142,27,9,27.8,3,1,6.4,6.0,0
ACC101306,Banking,Growth,2970.0,31,21,15,30,9,35.4,6,1,4.1,8.0,0
ACC101307,Asset Mgmt,Growth,1770.0,53,42,29,20,4,17.6,4,2,8.8,3.0,0
ACC101308,Asset Mgmt,Starter,602.0,14,10,9,16,9,24.9,4,1,6.3,8.0,0
ACC101309,Asset Mgmt,Enterprise,12556.0,37,58,23,16,6,34.1,4,0,5.9,6.0,0
ACC101310,Brokerage,Starter,577.0,19,13,8,14,4,16.7,3,1,9.0,4.0,0
ACC101311,Asset Mgmt,Enterprise,13850.0,58,201,84,19,5,18.0,1,1,9.1,1.0,1
ACC101312,Corporate Treasury,Growth,3105.0,15,33,16,16,6,25.1,3,0,4.8,8.0,1
ACC101313,Brokerage,Starter,378.0,52,11,10,22,10,30.1,1,1,5.1,9.0,0
ACC101314,Corporate Treasury,Starter,521.0,38,4,3,18,7,23.9,3,1,11.1,5.0,0
ACC101315,Corporate Treasury,Growth,3114.0,13,32,15,10,2,19.8,4,3,6.9,2.0,1
ACC101316,Banking,Growth,2829.0,45,33,13,19,8,27.4,4,0,7.6,7.0,0
ACC101317,Banking,Starter,379.0,15,8,2,5,1,9.7,9,0,8.4,2.0,0
ACC101318,Corporate Treasury,Growth,2671.0,16,45,16,9,2,11.9,2,2,7.7,2.0,1
ACC101319,Corporate Treasury,Enterprise,14159.0,21,243,89,4,2,10.8,8,1,9.6,2.0,0
ACC101320,Corporate Treasury,Growth,2162.0,41,12,5,36,8,28.2,3,0,6.6,9.0,0
ACC101321,Insurance,Growth,2699.0,24,11,9,32,8,41.8,5,2,6.8,7.0,0
ACC101322,Insurance,Starter,602.0,34,7,3,2,1,3.6,2,2,11.2,2.0,1
ACC101323,Banking,Growth,2536.0,33,20,20,41,9,29.0,2,1,2.7,10.0,0
ACC101324,Asset Mgmt,Starter,408.0,12,9,7,11,6,26.4,3,2,7.0,6.0,0
ACC101325,Insurance,Enterprise,12358.0,14,276,91,12,3,7.5,3,1,6.1,3.0,1
ACC101326,Banking,Starter,526.0,19,5,4,23,10,42.4,5,0,5.6,5.0,0
ACC101327,Banking,Growth,2354.0,14,17,11,10,3,15.5,2,0,8.3,2.0,1
ACC101328,Banking,Starter,554.0,55,8,4,16,8,30.9,1,1,7.9,9.0,0
ACC101329,Asset Mgmt,Starter,480.0,23,5,3,26,8,32.9,2,1,3.4,7.0,0
ACC101330,Brokerage,Growth,3066.0,24,14,7,13,6,23.1,2,0,8.1,3.0,0
ACC101331,Corporate Treasury,Growth,2937.0,40,41,26,14,6,28.4,4,0,3.8,4.0,0
ACC101332,Brokerage,Growth,2957.0,47,46,27,5,3,16.7,1,1,12.6,0.0,0
ACC101333,Asset Mgmt,Enterprise,12188.0,41,223,176,27,10,40.8,4,1,4.6,8.0,0
ACC101334,Insurance,Enterprise,9814.0,33,192,110,11,5,13.6,2,1,7.2,3.0,1
ACC101335,Brokerage,Enterprise,13616.0,58,294,157,14,4,15.3,1,1,8.1,2.0,1
ACC101336,Asset Mgmt,Starter,371.0,54,4,3,27,7,28.1,5,0,5.5,6.0,0
ACC101337,Corporate Treasury,Growth,2526.0,12,33,16,22,6,32.9,2,0,7.2,2.0,1
ACC101338,Corporate Treasury,Enterprise,8781.0,10,275,198,28,7,21.6,1,0,2.9,7.0,0
ACC101339,Brokerage,Starter,509.0,24,4,3,13,6,23.5,4,0,5.9,8.0,1
ACC101340,Brokerage,Starter,556.0,50,12,9,11,5,25.8,2,0,7.5,1.0,1
ACC101341,Corporate Treasury,Enterprise,11418.0,57,255,159,32,8,26.2,3,0,7.6,8.0,0
ACC101342,Insurance,Growth,2375.0,42,12,4,15,5,17.1,3,1,7.1,5.0,0
ACC101343,Brokerage,Growth,1934.0,41,18,9,4,1,17.3,1,0,8.9,2.0,0
ACC101344,Corporate Treasury,Enterprise,10573.0,14,264,238,14,7,31.7,4,0,5.6,6.0,0
ACC101345,Asset Mgmt,Growth,2416.0,35,52,12,3,1,12.2,0,0,12.4,1.0,1
ACC101346,Corporate Treasury,Growth,3045.0,11,17,4,5,2,14.3,0,0,10.8,3.0,1
ACC101347,Insurance,Starter,619.0,32,12,5,23,6,24.6,1,1,7.4,5.0,0
ACC101348,Asset Mgmt,Growth,3180.0,12,36,26,34,7,29.3,1,0,6.1,10.0,0
ACC101349,Insurance,Starter,380.0,5,14,7,20,6,28.3,1,0,7.0,4.0,0
ACC101350,Corporate Treasury,Growth,2194.0,58,12,6,26,6,21.5,6,0,5.7,8.0,0
ACC101351,Brokerage,Enterprise,11733.0,53,91,65,21,5,32.0,2,2,5.9,4.0,0
ACC101352,Insurance,Starter,543.0,41,4,2,41,9,31.5,2,0,4.8,7.0,0
ACC101353,Banking,Starter,561.0,37,8,6,19,4,24.9,3,1,9.0,5.0,0
ACC101354,Brokerage,Enterprise,14059.0,15,171,119,21,9,36.3,2,1,4.9,7.0,0
ACC101355,Insurance,Starter,499.0,34,12,6,10,4,16.1,0,0,4.9,6.0,1
ACC101356,Asset Mgmt,Growth,2585.0,45,22,21,39,8,35.0,3,0,7.0,6.0,0
ACC101357,Corporate Treasury,Growth,3191.0,32,21,7,11,3,15.5,5,0,6.8,4.0,0
ACC101358,Asset Mgmt,Growth,2110.0,17,59,30,28,9,25.2,3,2,2.1,8.0,0
ACC101359,Asset Mgmt,Starter,591.0,24,8,2,1,0,5.2,3,1,9.7,0.0,1
ACC101360,Brokerage,Growth,2818.0,50,42,24,13,5,15.0,2,0,7.1,3.0,0
ACC101361,Brokerage,Starter,392.0,16,8,4,14,3,18.5,3,0,9.0,1.0,0
ACC101362,Insurance,Growth,3140.0,57,17,14,21,6,25.0,2,1,8.8,4.0,0
ACC101363,Asset Mgmt,Starter,607.0,45,12,12,40,9,38.4,5,0,6.7,9.0,0
ACC101364,Brokerage,Growth,2919.0,53,10,5,39,10,35.9,6,1,0.5,9.0,0
ACC101365,Banking,Growth,1940.0,31,18,8,16,6,19.9,4,2,3.1,7.0,0
ACC101366,Corporate Treasury,Starter,392.0,14,13,9,36,7,24.5,1,0,7.9,6.0,0
ACC101367,Insurance,Starter,555.0,3,13,12,22,7,39.3,1,0,5.6,4.0,1
ACC101368,Brokerage,Starter,382.0,32,14,8,32,8,45.2,4,0,3.7,7.0,0
ACC101369,Insurance,Starter,384.0,24,11,8,27,11,51.1,4,1,4.1,10.0,0
ACC101370,Brokerage,Starter,470.0,7,9,4,20,7,19.1,5,0,8.8,3.0,0
ACC101371,Banking,Enterprise,8439.0,55,120,106,29,7,21.1,2,2,7.1,5.0,0
ACC101372,Corporate Treasury,Growth,2832.0,58,42,18,25,6,20.2,5,0,5.3,4.0,1
ACC101373,Banking,Enterprise,12289.0,23,286,140,16,3,19.9,2,1,4.9,1.0,1
ACC101374,Corporate Treasury,Enterprise,8963.0,40,255,136,49,11,53.0,4,2,3.7,10.0,0
ACC101375,Banking,Starter,513.0,25,13,6,7,3,18.6,1,1,9.5,3.0,0
ACC101376,Brokerage,Growth,1831.0,30,40,23,29,6,27.6,2,0,4.9,7.0,0
ACC101377,Corporate Treasury,Enterprise,8909.0,37,113,56,16,3,11.7,3,0,6.0,4.0,1
ACC101378,Banking,Growth,2478.0,25,46,21,39,8,30.5,2,1,5.7,6.0,0
ACC101379,Brokerage,Growth,2500.0,48,47,22,36,8,31.0,4,0,4.5,6.0,0
ACC101380,Asset Mgmt,Growth,2258.0,12,49,26,38,10,41.2,2,0,4.4,10.0,0
ACC101381,Insurance,Starter,537.0,40,13,7,11,3,11.3,0,0,11.6,3.0,0
ACC101382,Banking,Growth,2331.0,59,21,18,32,8,34.9,4,1,3.7,9.0,0
ACC101383,Banking,Enterprise,12626.0,51,90,38,17,6,26.6,2,1,11.2,3.0,0
ACC101384,Asset Mgmt,Enterprise,10918.0,3,220,83,13,3,15.0,1,1,9.4,0.0,1
ACC101385,Insurance,Starter,564.0,7,3,2,16,7,24.9,6,0,8.0,5.0,0
ACC101386,Insurance,Growth,2619.0,38,11,6,28,9,35.9,3,0,3.4,9.0,0
ACC101387,Brokerage,Starter,398.0,55,5,5,26,9,34.9,3,1,5.6,10.0,0
ACC101388,Banking,Enterprise,13341.0,50,221,102,10,4,15.5,2,1,6.6,2.0,0
ACC101389,Corporate Treasury,Starter,585.0,54,12,10,37,9,38.0,1,0,6.2,8.0,0
ACC101390,Banking,Enterprise,8874.0,9,202,119,15,5,28.2,0,0,13.1,4.0,0
ACC101391,Asset Mgmt,Enterprise,12792.0,31,238,201,23,7,28.2,3,0,4.2,4.0,0
ACC101392,Banking,Starter,587.0,43,8,4,7,2,11.9,1,1,5.6,0.0,0
ACC101393,Banking,Starter,384.0,37,8,3,27,7,31.2,4,0,5.2,5.0,0
ACC101394,Insurance,Enterprise,14892.0,46,190,64,7,3,16.7,2,0,9.9,1.0,0
ACC101395,Brokerage,Starter,474.0,13,10,5,17,5,27.5,2,0,8.0,8.0,0
ACC101396,Corporate Treasury,Growth,2857.0,27,32,17,25,10,38.7,4,0,2.9,7.0,0
ACC101397,Brokerage,Enterprise,14873.0,27,204,109,28,6,27.0,1,1,9.4,4.0,1
ACC101398,Insurance,Growth,3234.0,56,25,20,10,5,31.3,4,0,6.7,5.0,0
ACC101399,Banking,Starter,525.0,12,13,7,35,7,35.9,1,0,7.6,7.0,0
ACC101400,Asset Mgmt,Growth,2806.0,20,58,36,9,5,20.0,3,2,7.3,5.0,1
ACC101401,Brokerage,Starter,426.0,2,12,4,6,3,20.9,5,3,7.6,1.0,1
ACC101402,Banking,Enterprise,10488.0,9,130,44,22,5,15.5,4,0,8.3,2.0,0
ACC101403,Banking,Starter,605.0,58,7,3,28,7,28.0,2,1,6.3,6.0,0
ACC101404,Brokerage,Starter,469.0,51,6,3,17,6,30.0,4,1,10.5,4.0,0
ACC101405,Banking,Starter,597.0,16,4,2,11,3,22.9,4,2,10.3,1.0,1
ACC101406,Brokerage,Enterprise,8764.0,42,107,107,27,12,41.0,6,0,2.6,9.0,0
